title,country,mbfc_page,bias_raw,Factual,Ideology,url
Daily Journal (Illinois),USA,center,leastbiased07,High,C,http://www.daily-journal.com
Daily Maverick,South Africa,center,leastbiased02,High,C,https://www.dailymaverick.co.za/
Daily Journal (Missouri),USA,center,leastbiased03,High,C,https://dailyjournalonline.com
Daily Record,,center,leastbiased02,High,C,https://www.dailyrecord.com/
Dayton Daily News,USA,center,leastbiased01,High,C,https://www.daytondailynews.com
Defense News,USA,center,leastbiased08,High,C,https://www.defensenews.com
Darien Times,USA,center,leastbiased04,High,C,http://www.darientimes.com/
Defense One,USA,center,leastbiased06,High,C,https://www.defenseone.com/
Del Rio News Herald,USA,center,leastbiased07,High,C,http://delrionewsherald.com
Denton Record Chronicle,USA,center,leastbiased02,High,C,https://www.dentonrc.com
The Des Moines Register,USA,center,leastbiased02,,C,https://www.desmoinesregister.com/
DifferenceBetween.net,USA,center,leastbiased06,Veryhigh,C,http://www.differencebetween.net
Digital Journal,,center,leastbiased04,High,C,http://www.digitaljournal.com
Detik.com,Indonesia,center,leastbiased03,MostlyFactual,C,www.detik.com/
Doctors Without Borders,,center,leastbiased05,High,C,http://www.doctorswithoutborders.org
Duluth News Tribune,USA,center,leastbiased02,High,C,https://www.duluthnewstribune.com
Eagle Tribune,,center,leastbiased07,High,C,http://www.eagletribune.com/
DPA German Press Agency,,center,leastbiased03,High,C,http://www.dpa-international.com/
EJ Insight (EJI),,center,leastbiased01,High,C,http://www.ejinsight.com/
Eau Claire Leader Telegram,USA,center,leastbiased07,High,C,https://www.leadertelegram.com/
El Nuevo Dia,USA / Self governing commonwealth Puerto Rico,center,leastbiased02,High,C,https://www.elnuevodia.com/english/
Elko Daily Free Press,,center,leastbiased07,High,C,https://elkodaily.com
Erie Times News,USA,center,leastbiased02,High,C,http://www.goerie.com
Eurasia Group,USA,center,leftcenter09,High,LC,https://www.eurasiagroup.net/
ERR News (Estonia Public Broadcasting),,center,leastbiased07,High,C,http://news.err.ee
FactCheck.org,USA,center,leastbiased05,Veryhigh,C,https://www.factcheck.org/
Every CRS Report,,center,leastbiased06,Veryhigh,C,https://www.everycrsreport.com/
Euronews,France,center,leastbiased01,High,C,https://www.euronews.com
FactsCan,,center,leastbiased05,Veryhigh,C,http://factscan.ca/
Fair Observer,,center,leastbiased03,High,C,https://www.fairobserver.com
Factwire News Agency,,center,leastbiased05,High,C,https://www.factwire.org/english
Fayetteville Observer,USA,center,,High,C,https://www.fayobserver.com/
Financial Times,UK,center,leastbiased07,High,C,https://www.ft.com/
Federal Times,,center,leastbiased06,High,C,http://www.federaltimes.com/
First Coast News,USA,center,leastbiased03,MostlyFactual,C,https://www.firstcoastnews.com/
Federal News Network,USA,center,leastbiased05,High,C,https://federalnewsnetwork.com/
First Draft News,USA,center,leastbiased03,High,C,https://firstdraftnews.org/
Florida Times Union,USA,center,leastbiased02,High,C,https://www.jacksonville.com/
Florida Politics,USA,center,leastbiased08,High,C,https://floridapolitics.com/
Foreign Affairs,USA,center,leastbiased10,High,C,https://www.foreignaffairs.com/
Foreign Policy,USA,center,leastbiased09,High,C,https://foreignpolicy.com/
Foster’s Daily Democrat,USA,center,leastbiased03,High,C,https://www.fosters.com/
France24,France,center,leastbiased01,High,C,https://www.france24.com/en
Free Wheel Media,,center,leastbiased03,High,C,https://freewheelus.com
Gainesville Sun,USA,center,leastbiased09,High,C,https://www.gainesville.com
Full Fact (UK),UK,center,leastbiased01,High,C,https://fullfact.org/
Gallup,USA,center,leastbiased04,Veryhigh,C,https://news.gallup.com
Global Slavery Index,Australia,center,leastbiased05,High,C,https://www.globalslaveryindex.org
Geek.com,USA,center,leastbiased04,High,C,https://www.geek.com
Globe Gazette (Iowa),USA,center,leastbiased03,High,C,http://globegazette.com
Global Integrity,USA,center,leastbiased07,High,C,https://www.globalintegrity.org/
GoodNewsNetwork,,center,leastbiased07,High,C,http://www.goodnewsnetwork.org/
US Government Accountability Office (GAO),USA,center,leastbiased05,,C,https://www.gao.gov
Green Bay Press Gazette,USA,center,leastbiased08,High,C,https://www.greenbaypressgazette.com
Great Falls Tribune,USA,center,leastbiased03,High,C,https://www.greatfallstribune.com
Greenville News,USA,center,leastbiased03,,C,https://www.greenvilleonline.com/
Group of Thirty,USA,center,leastbiased07,High,C,https://group30.org/
GovTrack,,center,leastbiased06,Veryhigh,C,https://www.govtrack.us/
Harvard Business Review,USA,center,leastbiased03,High,C,https://hbr.org
Hanford Sentinel,USA,center,leastbiased03,High,C,https://hanfordsentinel.com
Healthcare Finance News,,center,leastbiased05,High,C,http://www.healthcarefinancenews.com/
Herald & Review (Illinois),USA,center,leastbiased08,High,C,https://herald-review.com
Harvard Gazette,,center,leastbiased02,High,C,http://news.harvard.edu/gazette/
Hastings Tribune,USA,center,leastbiased04,High,C,http://www.hastingstribune.com
Homeland Security News Wire,USA,center,leastbiased07,High,C,http://www.homelandsecuritynewswire.com
Hoax Slayer,Australia,center,leastbiased06,Veryhigh,C,https://www.hoax-slayer.net/
How To Geek,USA,center,leastbiased05,Veryhigh,C,https://www.howtogeek.com
ICitizen,USA,center,leastbiased03,High,C,https://icitizen.com
iMediaEthics,USA,center,leastbiased02,High,C,https://www.imediaethics.org
I24 News,Israel,center,leastbiased07,High,C,https://www.i24news.tv
Idaho Statesman,USA,center,leastbiased03,High,C,http://www.idahostatesman.com
Inc. Magazine,USA,center,leastbiased03,High,C,https://www.inc.com/
Independent Record (Montana),USA,center,leastbiased07,High,C,https://helenair.com/
Independent Journal Review,USA,center,leastbiased07,MostlyFactual,C,https://ijr.org/
Independent Voter Network (IVN),,center,leastbiased02,High,C,https://ivn.us/
Indianapolis Star,USA,center,leastbiased03,High,C,https://www.indystar.com/
IndexMundi,USA,center,leastbiased05,High,C,https://www.indexmundi.com/
Inland Valley Daily Bulletin,USA,center,leastbiased07,High,C,https://www.dailybulletin.com
Institute for Women’s Policy Research (IWPR),,center,leastbiased02,High,C,https://iwpr.org
International Organization,UK,center,leastbiased07,Veryhigh,C,https://www.cambridge.org/core/journals/international-organization
International Press Institute,Austria,center,leastbiased05,Veryhigh,C,https://ipi.media/
International Consortium of Investigative Journalists,USA,center,leastbiased02,Veryhigh,C,https://www.icij.org/
International Energy Agency (IEA),,center,leastbiased01,High,C,https://www.iea.org/
International Rescue Committee (IRC),,center,leastbiased03,High,C,https://www.rescue.org/
Investigative Reporters and Editors,,center,leastbiased05,Veryhigh,C,https://www.ire.org/
IHS Janes 360,,center,leastbiased07,High,C,http://www.janes.com/
Investopedia,USA,center,leastbiased05,High,C,https://www.investopedia.com
Jackson Sun,USA,center,leastbiased08,High,C,https://www.jacksonsun.com
Japan Times,Japan,center,leastbiased07,High,C,https://www.japantimes.co.jp/
Justice Denied,USA,center,leastbiased03,High,C,http://justicedenied.org
Jewish Telegraphic Agency (JTA),USA,center,leastbiased07,High,C,https://www.jta.org/
Journal Gazette,USA,center,leastbiased03,High,C,http://www.journalgazette.net/
Kaiser Family Foundation,USA,center,leastbiased02,High,C,http://kff.org/
KBMT – 12NewsNow,USA,center,leastbiased03,High,C,https://www.12newsnow.com/
KCRA 3,USA,center,leastbiased02,High,C,https://www.kcra.com/
KAIT8 TV,USA,center,leastbiased02,High,C,https://www.kait8.com/
KDVR TV,USA,center,leastbiased02,MostlyFactual,C,https://kdvr.com/
KDKA – CBS Pittsburgh,USA,center,leastbiased03,High,C,https://pittsburgh.cbslocal.com/
KERO – 23ABC,USA,center,leastbiased03,High,C,https://www.turnto23.com/
Knowhere,USA,center,leastbiased05,High,C,https://knowherenews.com
Know Your Meme,,center,leastbiased05,High,C,http://knowyourmeme.com/
Kompas.com,Indonesia,center,leastbiased03,MostlyFactual,C,https://www.kompas.com/
Knoxville News Sentinel,,center,leastbiased08,High,C,https://www.knoxnews.com
KIRO 7,USA,center,leastbiased03,High,C,https://www.kiro7.com/
KSTP TV,USA,center,leastbiased03,High,C,https://kstp.com/
KTLA,USA,center,leastbiased07,High,C,https://ktla.com/
KTUU TV,USA,center,leastbiased04,High,C,https://www.ktuu.com/
Las Cruces Sun News,USA,center,leastbiased03,High,C,https://www.lcsun-news.com
Lansing State Journal,USA,center,leastbiased03,High,C,https://www.lansingstatejournal.com
Le Devoir,Canada,center,leastbiased07,High,C,http://www.ledevoir.com/
KTVA 11,USA,center,leastbiased03,High,C,https://www.ktva.com/
KWTV News9,USA,center,leastbiased03,High,C,https://www.news9.com/
Law.com,USA,center,leastbiased03,High,C,https://www.law.com/
Law360,USA,center,leastbiased05,High,C,https://www.law360.com/
Lead Stories,USA,center,leastbiased04,Veryhigh,C,https://leadstories.com/
Lima Charlie News,,center,leastbiased08,High,C,https://limacharlienews.com
Lebanon Daily News,USA,center,leastbiased03,High,C,https://www.ldnews.com/
Lawfare Blog,USA,center,leastbiased02,Veryhigh,C,https://www.lawfareblog.com/
Lincoln Journal Star,USA,center,leastbiased04,High,C,http://journalstar.com/
LNP (LancasterOnline),USA,center,leastbiased07,High,C,https://lancasteronline.com/
Lompoc Record,,center,leastbiased07,High,C,http://lompocrecord.com/
Loveland Reporter Herald,USA,center,leastbiased03,High,C,https://www.reporterherald.com/
Longview News Journal,USA,center,leastbiased08,High,C,https://www.news-journal.com
MakeUseOf,USA,center,leastbiased04,High,C,https://www.makeuseof.com/
Mental Floss,USA,center,leastbiased04,High,C,http://mentalfloss.com/
Memeorandum,,center,leastbiased02,Mixed,C,http://www.memeorandum.com/
MercoPress,,center,leastbiased05,High,C,http://en.mercopress.com/
Merion West,,center,leastbiased10,High,C,http://merionwest.com/
MetroWest Daily News,USA,center,leastbiased03,High,C,https://www.metrowestdailynews.com
Military Times,USA,center,leastbiased02,High,C,https://www.militarytimes.com
Missoulian,USA,center,leastbiased03,High,C,https://missoulian.com/
MLive (Michigan – Booth Newspapers),,center,leastbiased05,High,C,http://www.mlive.com/
Military.com,USA,center,leastbiased09,High,C,https://www.military.com/
Morning Consult,USA,center,leastbiased03,Veryhigh,C,https://morningconsult.com/
Montana Standard,USA,center,leastbiased03,High,C,https://mtstandard.com/
Napa Valley Register,USA,center,leastbiased08,High,C,http://napavalleyregister.com
National Bureau of Economic Research (NBER),,center,leastbiased07,High,C,http://www.nber.org/
National Conference of State Legislatures (NCSL),USA,center,leastbiased05,High,C,http://www.ncsl.org
National Institute on Money in State Politics,,center,leastbiased02,High,C,https://www.followthemoney.org/
National Journal,USA,center,leastbiased02,High,C,https://www.nationaljournal.com/
NationMaster,,center,leastbiased05,Veryhigh,C,http://www.nationmaster.com
Navy Times,USA,center,leastbiased03,High,C,https://www.navytimes.com/
Need 2 Know,,center,leastbiased01,,C,https://cheddar.com/need2know
New Zealand Herald,New Zealand,center,leastbiased07,High,C,http://www.nzherald.co.nz
New Bern Sun Journal,USA,center,leastbiased02,High,C,https://www.newbernsj.com/
News and News,USA,center,leastbiased04,High,C,https://newsandnews.com/
News Channel 4 (KFOR.com),USA,center,leastbiased07,High,C,https://kfor.com/
News Lookup,,center,leastbiased05,High,C,http://www.newslookup.com
Newsela,USA,center,leastbiased03,High,C,https://newsela.com/
NewsNet (YourNewsNet.com),USA,center,leastbiased05,High,C,http://yournewsnet.com
Newsguard,USA,center,leastbiased06,High,C,https://www.newsguardtech.com/
News24 (South Africa),South Africa,center,leastbiased08,High,C,https://www.news24.com/
NewsNow (UK),UK,center,leastbiased03,Mixed,C,https://www.newsnow.co.uk/
New Straits Times,Malaysia,center,leastbiased09,MostlyFactual,C,https://www.nst.com.my/
Niskanen Center,,center,leastbiased01,High,C,https://niskanencenter.org
NextGov,USA,center,leastbiased04,High,C,https://www.nextgov.com/
NewzJunky.com,USA,center,leastbiased06,Mixed,C,http://www.newzjunky.com/
No Labels,,center,leastbiased03,High,C,https://www.nolabels.org/
NK News,,center,leastbiased02,High,C,https://www.nknews.org
Norfolk Daily News,USA,center,leastbiased07,High,C,http://norfolkdailynews.com
Noozhawk,,center,leastbiased02,High,C,https://www.noozhawk.com/
OilPrice,UK,center,leastbiased08,High,C,https://oilprice.com
Northwest Indiana Times,,center,leastbiased08,High,C,http://www.nwitimes.com
Northwest Florida Daily News,USA,center,leastbiased03,High,C,https://www.nwfdailynews.com/
Novinite,Bulgaria,center,leastbiased02,MostlyFactual,C,https://www.novinite.com/
North Korea Times,Australia,center,leastbiased03,Mixed,C,https://www.northkoreatimes.com
Open the Government,,center,leastbiased03,High,C,http://www.openthegovernment.org/
Orange County Register,USA,center,leastbiased02,High,C,https://www.ocregister.com/
Pensacola News Journal,USA,center,leastbiased02,High,C,https://www.pnj.com
Patch,USA,center,leastbiased04,High,C,https://patch.com/
Oyez Project,USA,center,leastbiased05,Veryhigh,C,https://www.oyez.org
Patheos,USA,center,leastbiased05,Mixed,C,https://www.patheos.com/
Pacific Daily News,Guam,center,leastbiased03,High,C,https://www.guampdn.com/
Peoria Journal Star,USA,center,leastbiased08,High,C,https://www.pjstar.com/
Peterson Foundation,,center,leastbiased07,High,C,http://www.pgpf.org/
Pocono Record,USA,center,leastbiased06,High,C,http://www.poconorecord.com/
Peterson Institute for International Economics,,center,leastbiased08,High,C,https://piie.com/
Political Wire,USA,center,leastbiased02,High,C,https://politicalwire.com
Pew Research,USA,center,leastbiased05,Veryhigh,C,https://www.pewresearch.org/
Places Journal,,center,leastbiased03,Veryhigh,C,https://placesjournal.org/
Politico,USA,center,leastbiased02,High,C,https://www.politico.com
Politifact,USA,center,leastbiased02,High,C,https://www.politifact.com/
Poynter Institute,USA,center,leastbiased02,High,C,https://www.poynter.org
PR Newswire,,center,leastbiased05,High,C,http://prnewswire.mediaroom.com/
ProCon.org,USA,center,leastbiased04,High,C,https://www.procon.org/
Polygraph.info,,center,leastbiased04,Veryhigh,C,http://www.polygraph.info/
Project on Government Oversight,,center,leastbiased02,Veryhigh,C,http://pogo.org/
Public Policy Polling (PPP),USA,center,leastbiased06,High,C,http://www.publicpolicypolling.com/
Public Religion Research Institute (PRRI),USA,center,leastbiased08,Veryhigh,C,http://www.prri.org/
Quad City Times,USA,center,leastbiased02,High,C,http://qctimes.com/
Recode,USA,center,leastbiased05,High,C,https://www.recode.net/
Radio Free Europe / Radio Liberty,USA,center,leastbiased04,MostlyFactual,C,https://www.rferl.org
Rapid City Journal,USA,center,leastbiased03,High,C,https://rapidcityjournal.com/
Rand Corporation,USA,center,leastbiased02,High,C,https://www.rand.org
Rare News,USA,center,leastbiased09,MostlyFactual,C,https://rare.us/
Relevant Magazine,,center,leastbiased09,High,C,https://relevantmagazine.com
Reporters Without Borders,,center,leastbiased01,High,C,https://rsf.org/en
Reporters Lab,,center,leastbiased05,Veryhigh,C,http://reporterslab.org/
RiverBender.com,,center,leastbiased04,High,C,https://www.riverbender.com/
Riverdale Press,USA,center,leastbiased01,High,C,https://riverdalepress.com/
Reuters,UK,center,leastbiased03,Veryhigh,C,https://www.reuters.com
RFI (Radio France Internationale),France,center,leastbiased09,MostlyFactual,C,http://www.rfi.fr/en/
Roll Call,USA,center,leastbiased02,Veryhigh,C,https://www.rollcall.com
RTE (Radio Television of Ireland),,center,leastbiased03,High,C,https://www.rte.ie
Russian Media Monitor,,center,leastbiased01,High,C,http://www.russialies.com
San Diego Union Tribune,USA,center,leastbiased01,High,C,https://www.sandiegouniontribune.com
Sarasota Herald Tribune,USA,center,leastbiased03,High,C,http://www.heraldtribune.com/
San Marcos Daily Record,USA,center,leastbiased07,High,C,https://www.sanmarcosrecord.com
Santa Maria Times,USA,center,leastbiased08,High,C,http://santamariatimes.com
Scoopnest,,center,leastbiased05,High,C,http://www.scoopnest.com/
Science Debate,USA,center,leastbiased03,Veryhigh,C,https://sciencedebate.org/
Sayfie Review,,center,leastbiased05,High,C,http://www.sayfiereview.com/
SCOTUSblog,,center,leastbiased03,High,C,http://www.scotusblog.com/
Shorenstein Center,,center,leastbiased03,High,C,https://shorensteincenter.org/
Shreveport Times,USA,center,leastbiased10,High,C,https://www.shreveporttimes.com
Shareably,,center,leastbiased06,High,C,http://www.shareably.net/
Sky News UK,UK,center,leastbiased02,High,C,https://news.sky.com
Sioux City Journal,,center,leastbiased02,High,C,http://siouxcityjournal.com/
Simple Politics,,center,leastbiased06,High,C,http://www.simplepolitics.co.uk
SmartNews,Japan,center,leastbiased02,Mixed,C,https://www.smartnews.com/en/
Snopes,USA,center,leastbiased01,High,C,https://www.snopes.com/
South Bend Tribune,USA,center,leastbiased02,High,C,https://www.southbendtribune.com/
South Florida Sun Sentinel,USA,center,leastbiased03,High,C,https://www.sun-sentinel.com/
Spectrum News – NY1,USA,center,leastbiased03,High,C,http://www.ny1.com/nyc/all-boroughs
St. Cloud Times,USA,center,leastbiased02,High,C,https://www.sctimes.com/
Spectrum Report,,center,leastbiased05,Mixed,C,http://spectrumreport.com
Stat (News),,center,leastbiased02,High,C,https://www.statnews.com/
